id,dataset,question,ground_truth_answer,vertex_gemma_model,vertex_gemma_parsed_answer,vertex_gemma_raw_response,vertex_gemma_outcome
index_66,mmlu_clinical_knowledge,Which of the following best describes the effects of morphine?,B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following best describes the effects of morphine?

Options:
A. Reduces pain intensity and increases alertness.
B. Reduces pain intensity but also causes sedation.
C. Reduces pain intensity but also causes diarrhoea.
D. Reduces pain intensity but also causes insomnia.
Output:
Answer: B",Correct
index_67,mmlu_clinical_knowledge,Which of the following is true of headache?,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true of headache?

Options:
A. When associated with neck stiffness is always due to meningitis
B. Severe pain usually indicates a life threatening cause
C. Temporal arteritis is strongly associated with rheumatoid arthritis
D. Tension headaches is a common cause of headache
Output:
Answer: D",Correct
index_68,mmlu_clinical_knowledge,Between contractions of the left ventricle the blood continues to flow through the vessels because:,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Between contractions of the left ventricle the blood continues to flow through the vessels because:

Options:
A. the atria are contracting.
B. the vessels are contracted.
C. the right ventricle is relaxed.
D. the arteries have elastic recoil.
Output:
Answer: D",Correct
index_69,mmlu_clinical_knowledge,What might make the nurse think a patient could not use an inhaler?,D,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: What might make the nurse think a patient could not use an inhaler?

Options:
A. Severe leg ulcers.
B. Previous recovery from an acute exacerbation of asthma.
C. Forthcoming surgery.
D. Poor technique, physical impairment, or lack of understanding.
Output:
Response: D",Incorrect
index_70,mmlu_clinical_knowledge,Removal of adhesive strips:,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Removal of adhesive strips:

Options:
A. can be carried out by the patient.
B. should be undertaken under aseptic conditions.
C. is a specialist skill.
D. should not be undertaken until at least seven days after application.
Output:
Answer: A",Correct
index_71,mmlu_clinical_knowledge,"During CPR, chest compressions should be delivered at a rate of:",C,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: During CPR, chest compressions should be delivered at a rate of:

Options:
A. 80/minute.
B. as fast as possible.
C. 100/minute.
D. varies with each patient.
Output:
Response: C",Incorrect
index_72,mmlu_clinical_knowledge,Which of the following physiological characteristics is not important for success in endurance events such as the marathon race?,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following physiological characteristics is not important for success in endurance events such as the marathon race?

Options:
A. The ability to regulate body temperature.
B. The ability to supply oxygen to the exercising muscles.
C. The availability of body stores of carbohydrate.
D. Muscle ATP and phosphocreatine content.
Output:
Answer: D",Correct
index_73,mmlu_clinical_knowledge,"When using an inhaler, when should a patient be asked to rinse their mouth?",D,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: When using an inhaler, when should a patient be asked to rinse their mouth?

Options:
A. Before using their bronchodilator inhaler.
B. After using their bronchodilator inhaler.
C. Before using their steroid inhaler.
D. After using their steroid inhaler.
Output:
Answer: B",Incorrect
index_74,mmlu_clinical_knowledge,Muscle lactate production increases when:,D,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Muscle lactate production increases when:

Options:
A. oxygen is readily available.
B. pyruvate cannot be formed from glucose breakdown.
C. the pH of the muscle falls.
D. glycolysis is activated at the onset of exercise.
Output:
Answer: C",Incorrect
index_75,mmlu_clinical_knowledge,What is the minimum time a stretch should be held for?,B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: What is the minimum time a stretch should be held for?

Options:
A. 0-10 seconds.
B. 10-30 seconds.
C. 30-50 seconds.
D. 60 seconds.
Output:
Answer: B",Correct
index_76,mmlu_clinical_knowledge,What three factors regulate stroke volume?,B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: What three factors regulate stroke volume?

Options:
A. Blood volume, preload, and afterload.
B. Preload, contractility, and afterload.
C. Contractility, blood volume, and blood pressure.
D. Cardiac output, contractility, and blood volume.
Output:
Answer: B",Correct
index_77,mmlu_clinical_knowledge,Name the bones of the middle finger in the correct order from the hand.,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Name the bones of the middle finger in the correct order from the hand.

Options:
A. Proximal phalynx, middle phalynx, distal phalynx.
B. Distal phalynx, middle phalynx, proximal phalynx.
C. Middle phalynx, distal phalynx, proximal phalynx.
D. Distal phalynx, proximal phalynx, middle phalynx.
Output:
Final Answer: A",Correct
index_78,mmlu_clinical_knowledge,Which of the following promotes glucose and amino acid uptake by muscle?,B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following promotes glucose and amino acid uptake by muscle?

Options:
A. Adrenaline
B. Insulin
C. Glycogen
D. Cortisol
Output:
Answer: B",Correct
index_79,mmlu_clinical_knowledge,An ileostomy opening should be:,B,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: An ileostomy opening should be:

Options:
A. flush with the skin.
B. 3-5cm in length.
C. below skin level.
D. over 5cm in length.
Output:
Answer: C",Incorrect
index_80,mmlu_clinical_knowledge,Which of the following would not be done before catheterizing?,D,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following would not be done before catheterizing?

Options:
A. Gain patient consent.
B. Patient to be washed.
C. Expiry dates to be checked.
D. Ring patient's next of kin.
Output:
Answer: C",Incorrect
index_81,mmlu_clinical_knowledge,Hydrogen ions are formed when:,D,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Hydrogen ions are formed when:

Options:
A. glycogen becomes depleted.
B. phosphocreatine breakdown occurs.
C. pyruvate is converted to lactate.
D. glycolysis is being used as a major means of resynthesising ATP.
Output:
Answer: C",Incorrect
index_82,mmlu_clinical_knowledge,Which one of the following manoeuvres is not a central painful stimulus?,B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which one of the following manoeuvres is not a central painful stimulus?

Options:
A. Supra-orbital ridge pressure.
B. Pressure on the little finger pulp.
C. Trapezius squeeze.
D. Sternal rub.
Output:
Answer: B",Correct
index_83,mmlu_clinical_knowledge,"Dopamine is prescribed at a rate of 4 micrograms/kg/min. For a 65 kg person, how many milligrams will they receive in an hour?",B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Dopamine is prescribed at a rate of 4 micrograms/kg/min. For a 65 kg person, how many milligrams will they receive in an hour?

Options:
A. 156
B. 15.6
C. 1.56
D. 15600
Output:
Answer: B",Correct
index_84,mmlu_clinical_knowledge,Which of the following is true about the rectal examination?,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true about the rectal examination?

Options:
A. If the patient refuses a chaperone the doctor can overrule them
B. The rectal examination is of no value in a neurological examination
C. The optimum position of the patient is on their right side with their knees extended
D. The rectal examination is indicated for the assessment of some gastrointestinal disorders
Output:
Answer: D",Correct
index_85,mmlu_clinical_knowledge,Why can't a patient talk if the cuff is inflated?,D,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Why can't a patient talk if the cuff is inflated?

Options:
A. They are unable to breathe in sufficiently.
B. They are unable to swallow properly.
C. It is too tiring.
D. They are unable to pass air through their vocal cords.
Output:
Answer: B",Incorrect
index_86,mmlu_clinical_knowledge,Wound drainage should be assessed for volume and consistency:,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Wound drainage should be assessed for volume and consistency:

Options:
A. each time post-operative observations are undertaken.
B. daily.
C. every hour.
D. only when the wound dressing is changed.
Output:
ANSWER: A",Correct
index_87,mmlu_clinical_knowledge,Creatine is synthesized from:,B,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Creatine is synthesized from:

Options:
A. amino acids in the muscles.
B. amino acids in the liver.
C. amino acids in the kidneys.
D. creatinine in the kidneys.
Output:
Answer: A",Incorrect
index_88,mmlu_clinical_knowledge,"If a catheter resists all attempts to unblock it and you are unable to remove it, what should you do?",D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: If a catheter resists all attempts to unblock it and you are unable to remove it, what should you do?

Options:
A. Try harder to remove it.
B. Try harder to unblock it.
C. Leave it until next time.
D. Call for assistance from a medical practitioner.
Output:
Answer: D",Correct
index_89,mmlu_clinical_knowledge,Bladder washout solution should be:,D,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Bladder washout solution should be:

Options:
A. warm.
B. cold.
C. refrigerated.
D. room temperature.
Output:
Answer: A",Incorrect
index_90,mmlu_clinical_knowledge,"When developing a plan of care relating to the management of a person's pain, attention should be given to the following needs:",C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: When developing a plan of care relating to the management of a person's pain, attention should be given to the following needs:

Options:
A. physical and pharmacological needs only.
B. physical and psychological needs only.
C. physical, psychological, and pharmacological needs followed by regular reassessment.
D. none of the above, as the main priority is to limit drug side effects.
Output:
Answer: C",Correct
index_91,mmlu_clinical_knowledge,Patients with the apolipoprotein E gene are at risk of which disease?,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Patients with the apolipoprotein E gene are at risk of which disease?

Options:
A. Cystic fibrosis.
B. Huntington's dementia.
C. Alzheimer's disease.
D. Depression.
Output:
Answer: C",Correct
index_92,mmlu_clinical_knowledge,Which of the following groups of drugs may cause a dry mouth?,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following groups of drugs may cause a dry mouth?

Options:
A. Steroids.
B. Analgesics.
C. Antidepressants.
D. Antifungal agents.
Output:
Answer: C",Correct
index_93,mmlu_clinical_knowledge,Which of the following is not a true statement?,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is not a true statement?

Options:
A. Muscle glycogen is broken down enzymatically to glucose-1-phosphate
B. Elite endurance runners have a high proportion of Type I fibres in their leg muscles
C. Liver glycogen is important in the maintenance of the blood glucose concentration
D. Insulin promotes glucose uptake by all tissues in the body
Output:
Answer: D",Correct
index_94,mmlu_clinical_knowledge,"If a patient is cyanosed, what might their oxygen saturation level be?",C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: If a patient is cyanosed, what might their oxygen saturation level be?

Options:
A. 98% or above.
B. 94% or above.
C. 80% or below.
D. 85% or above.
Output:
Answer: C",Correct
index_95,mmlu_clinical_knowledge,When assessing a patient's breathing:,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: When assessing a patient's breathing:

Options:
A. always remove dentures.
B. look for chest movements and use a mirror to check for exhaled air.
C. look for chest movements, listen for breath sounds, and feel for exhaled air on your cheek.
D. assess for 30 seconds.
Output:
Answer: C",Correct
index_96,mmlu_clinical_knowledge,A person is prescribed Ropinirole 1.5 mg divided into three doses. How many micrograms is each dose? Choose one answer from the following:,D,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: A person is prescribed Ropinirole 1.5 mg divided into three doses. How many micrograms is each dose? Choose one answer from the following:

Options:
A. 5
B. 50
C. 0.5
D. 500
Output:
Answer: C",Incorrect
index_97,mmlu_clinical_knowledge,Which of the following is thought to be implicated in the development of peripheral muscle fatigue during multiple sprint activities?,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is thought to be implicated in the development of peripheral muscle fatigue during multiple sprint activities?

Options:
A. An accumulation of inorganic phosphate.
B. Development of hyperosmolality in the muscles.
C. An excess of antioxidants.
D. A lack of potassium.
Output:
Question: Which of the following is the best course of action to implement for a",Correct
index_98,mmlu_clinical_knowledge,The ATP store in muscle can only supply energy in high intensity exercise for about:,B,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The ATP store in muscle can only supply energy in high intensity exercise for about:

Options:
A. 2 milliseconds.
B. 2 seconds.
C. 10 seconds.
D. 20 seconds.
Output:
Answer: C",Incorrect
index_99,mmlu_clinical_knowledge,960 mg of the antibacterial drug Cotrimoxazole is prescribed every 12 hours. What is the daily dose in grams? Choose one answer from the following:,B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: 960 mg of the antibacterial drug Cotrimoxazole is prescribed every 12 hours. What is the daily dose in grams? Choose one answer from the following:

Options:
A. 0.192
B. 1.92
C. 1920
D. 0.96
Output:
Answer: B",Correct
