dataset,id,question,ground_truth_answer,ground_truth_explanation,num_models_incorrect,models_incorrect_list,gemini_model_id,nvidia_model_id,vertex_gemma_model_id,gemini_parsed,nvidia_parsed,vertex_gemma_parsed
medmcqa,0729894e-e71d-4e69-8f53-5ae6a8ee75c2,Kunkel's test is done to demonstrate presence of ................. in blood.,C,Carbon monoxide (CO),2,"gemini, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,C,A
medmcqa,a18b8864-370a-4ef2-a61f-1265eba77975,Fish tank granuloma is seen in -,C,"Ans. is 'c' i.e., M. Marinum o Fish tank granulomaalso called ' swimming pool granuiomaf is caused by M. marinum.Principal types of opportunist mycobacterial disease in man and the usual causative agents.DiseasesUsual causative agentLymphadenopathyM. avium complexM. scrofulaceumSkin lesionPost-trauma abscessSwimming pool granulomaBuruli ulcerM. chelonaeM.fortuitumM. terraeM.marinumM. ulceransPulmonary' diseaseM. avium complexM. kansasiiM.xenopiM.malmoenseDisseminated diseaseAIDS-relatedM, avium complexM.genevenseM.avium complexM. chelonae",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,C,A
medmcqa,f30e750a-793d-4431-9be7-df8681f20a4f,TYNDALLISATION is a type of,A,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,A,B
medmcqa,6928a986-b002-4115-9c81-631f67d6c07a,"A 49-year-old female taking ibuprofen for increasing joint pain in her hands presents with increasing pain in her midsternal area. Gastroscopy reveals multiple, scattered, punctate hemorrhagic areas in her gastric mucosa. Biopsies from one of these hemorrhagic lesions reveal mucosal erosions with edema and hemorrhage. No mucosal ulceration is seen.",B,"Gastritis is a nonspecific term that describes any inflammation of the gastric mucosa. Acute gastritis refers to the clinical situation of gastric mucosal erosions (not mucosal ulcers). Acute gastritis is also known as hemorrhagic gastritis or acute erosive gastritis. Acute gastritis is associated with the use of nonsteroidal anti-inflammatory drugs, such as aspirin, ibuprofen, and coicosteroids, and also with alcohol, chemotherapy, ischemia, shock, and even severe stress. Two types of stress ulcers are Curling's ulcers, seen in patients with severe burns, and Cushing's ulcers, seen in patients with intracranial lesions. Grossly acute gastritis appears as multiple, scattered, punctate (less than 1 cm) hemorrhagic areas in the gastric mucosa. This is helpful in differentiating acute gastritis from peptic ulcers, which tend to be solitary and larger. Microscopically the gastric mucosa from a patient with acute gastritis is likely to reveal mucosal erosions, scattered neutrophils, edema, and possibly hemorrhage. Acute gastritis. Erosion and complete effacement of the epithelium is observed. The residual glands, on the left, display regenerative changes with basophilic epithelium. Reference: Robbins & Cotran Pathologic Basis of Disease, 9edition",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,A
medmcqa,3ce61463-a3ad-4e05-8e97-b404f9f04e0e,Sedimentation coefficient of Ig E is:,B,Ans : b 8S Ref: Ananthanarayanan 8th editionSvedberg unit - a sedimentation constant of 1 x 1013sec. Sedimentation unit is studied by ultracentrifugation - for diversity of antibody moleculeIgG -7IgA -7IgM -19Ig D -7IgE -8,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,A
medmcqa,c6e0048e-68f8-493d-8bdf-bcd1afea8f1e,About biotransformation not true ?,B,"Ans. is 'b' i.e., Polar to less polar",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,C
medmcqa,be876641-0cee-4b0d-973f-af68790776da,"In which phase of cell cycle, proof reading occurs?",B,EVENTS PHASE of cell cycle Proofreading S phase Most repairs G1 phase Mismatch repair G2 phase,1,gemini,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,B,B
medmcqa,2435c2fd-0ab9-4097-9969-6ce371e46532,The number of ATPs generated in krebs cycleare ?,B,"Ans. is 'b' > b' i.e., 24 One turn of the TCA cycle, staing with acetyl CoA produces 10 ATPs. When the staing molecule is pyruvate, the oxidative decarboxylation of pyruvate, the oxidative decarboxylation of pyruvate yields 2.5 ATPs and therefore, 12.5 ATPs are produced when staing compound is pyruvate. Since, two molecules of pyruvate enter the TCA cycle when glucose is metabolized (glycolysis produces 2 molecules of pyruvate), the number of ATPs is doubled. Therefore, 25 ATP molecules, per glucose molecule, are produced when pyruvate enters the TCA cycle.Note : Previously calculations were made assuming that NADH produces 3 ATPs and FADH generates 2 ATPs. This will amount a net generation of 30 ATP molecules in TCA per molecule glucose and total 38 molecules from staing. Recent experiments show that these values are overestimates and NADH produces 2.5 ATPs and FADH produces 1.5 ATPs. Therefore, net generation during TCA is 25 ATPs and complete oxidation of glucose through glycolysis plus citric acid cycle yield a net 32 ATPs.Energy yield (number of ATP generated) per molecule of glucose when it is completely oxidized through glycolysis plus citric acid cycle, under aerobic conditions, is as follows :- Method ofNo of ATPsNo of ATPsPathwayStepEnzymeSource ATP formationgained perglucose(new calculation)As per oldcalculationGlycolysis1Hexokinase MinusMinus 1Do3Phosphofructokinase MinusMinus 1Do5Glyceraldehyde-3-p DHNADH Respiratory chain2.5 x 2 = 53 x 2 = 6Do61,3-BPGkinase ATPSubstrate level1 x 2 -- 21 x 2 = 2Do9Pyruvate kinaseATP Substrate level1 x 2 = 21 x 2 = 2Pyruvate to?PyruvateNADH Respiratory chain2.5x2= 53x2= 6Acetyl CoA Dehydrogenase TCA cycle3Isocitrate DHNADH Respiratory chain2.5x2= 53 x 2= 6Do4Alpha keto glutarate DHNADH Respiratory chain2.5x2= 53x2= 6Do5Succinate thiokinaseGTP Substrate level1 x 2 = 21 x 2 = 2Do6Succicinate DHFADH2Respiratory chain1.5x2= 32 x 2= 4Do8Malate DHNADH Respiratory chain2.5x2= 53 x 2= 6Net generation in glycolytic pathway 9 minus 2= 7 10 minus 2= 8Generation in pyruvate dehydrogenase reaction 5 * 6Generation in citric acid cycle 20 * 24Net generation of ATP from one glucose mole 32 * 38",1,gemini,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,,B
medmcqa,afa909b3-f7e2-4c1c-9747-9638994735ce,Not used for iron poison in: FMGE 09; NEET 13,D,Ans. Penicillamine,2,"gemini, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,,C
medmcqa,23294025-db77-485a-a342-16e13930f3b2,"Posterior relations of the head of the pancreas include all of the following, except:",A,"The posterior relations of the head of the pancreas include the common bile duct, inferior vena cava and the right and left renal veins terminating into it. The first pa of the duodenum is an anterior relation of the head of the pancreas.Ref: Clinical Anatomy, By Richard S. Snell, 6th edition, Page 230; Clinical Anatomy (A Problem Solving Approach), By Neeta V Kulkarni, 2nd edition, Page 689.",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,,C
medmcqa,daea259a-2232-46db-8d5a-e04d5a1d4c5c,Which of the following events is involved in cleavage of the zygote during week 1 of development?,D,"Cleavage is a series of mitotic divisions by which the large amount of zygote cytoplasm is successively paitioned among the newly formed blastomeres. Although the number of blastomeres increases during cleavage, the size of individual blastomeres decreases until they resemble adult cells in size.",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,A
medmcqa,2490c0e2-5e57-46de-a276-0163f4b35337,"A female child with virilization, hypertension with low plasma renin diagnosis is :",B,"9] Congenital adrenal hyperplasia represents a group of autosomal recessive inherited, metabolic errors,
each characterized by decency or total lack of a particular enzyme involved in the biosynthesis of cortical steroids,
Steroidogenesis is then channelled into other pathways leading to increased production of androgens,
which accounts for virilization.
Simultaneously, the decency of cortisol results in increased secretion of ACTH resulting in adrenal hyperplasia.
Following enzymes are implicated in the congenital adrenal hyperplasia 21 α hydroxylase decency (partial or complete) 17 α hydroxylase deficiency 11β hydroxylase
deficiency 21 α hydroxylase deficiency
• Two forms of this deficiency include -
A. Salt-wasting adrenogenital ism
B. Simple Virilizing adrenogenital ism
A) Salt-wasting syndrome (complete lack) The salt wasting syndrome results from complete lack of 21 hydroxylases.
There is no synthesis of mineralocorticoids and glucocorticoids in the adrenal cortex.
Decreased mineralocorticoids causes marked sodium loss in the urine, resulting in hyponatremia, hyperkalemia, acidosis and hypotension.
Because of the enzyme block, there is increased formation of 17 - hydroxyprogesterone, which is then shunted into the production of testosterone.
This may cause virilism (pseudo-hermaphroditism) in female infants.
That is (XX) Female with 21 hydroxylase deficiency develops ovaries,
female ductal structures and external male genitalia. But in the male child, the effect of increased testosterone will not be manifested at the time of birth.
The complete21 hydroxylase deficiency or salt wasting syndrome usually comes to light only after the birth because in utero the electrolytes and uids
can be maintained by maternal kidneys. Males with this disorder comes to clinical attention 5 to 15 days later because of salt losing crisis while
females come to attention soon after the birth because of the virilization.
B) Simple Virilizing adrenogenital syndrome (Partial deficiency) Occurs in individuals
with partial deficiency of 21 hydroxylases Less severe deficiency of mineralocorticoid, is sufficient for salt reabsorption, but the lowered glucocorticoid fails to cause
feedback inhibition of ACTH secretion.
Thus level of aldosterone is mildly reduced, testosterone is increased and ACTH elevated with resultant adrenal hyperplasia.
11B hydroxylase deficiency-. Rare Leads to decreased cortisol and increased ACTH.
This, in turn, leads to the accumulation of DOC (deoxycorticosterone) and 11 deoxycortisol
both of which are strong mineralocorticoids. This results in increased sodium retention by the kidneys and hypertension, hypokalemia.
Patients also develop virilization due to androgen excess. 17 α hydroxylase deficiency - Patients with deficiency of 17 hydroxylases also have impaired cortisol production,
increased ACTH and secondary increased DOC.
These patients, however, cannot synthesize normal amount of androgens and estrogens.
This is because the gene that codes for 17 α hydroxylase is the same for the enzyme in the adrenal cortex and the gonads and the decency is same in both organs.
Because of decreased sex hormones, genotypic females develop primary amenorrhoea and fail to develop secondary sex characteristics while genotypic
males will present as pseudohermaphrodite.
3 β hydroxylase deficiency 3-β hydroxylase deficiency is a rare genetic disorder of steroid biosynthesis that results
in decreased production of all three groups of adrenal steroids which include mineralocorticoid, glucocorticoid and sex steroids.
Decreased mineralocorticoid secretion
results in varying degrees of salt wasting in both males and females.
Decent androgen production results in ambiguous genitalia in males
The usual presentation is a male child with ambiguous genitalia and severe salt wasting. Sometimes it may also occur in females",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,,A
medmcqa,0b9a50a8-7210-4ff5-81f6-b49dee01c09b,'Patterned' abrasion is variety of:,B,"Ans. is 'b' ie pressure abrasion (Ref: Parikh; 6/e, p4.3).An abrasion is a superficial injury involving only the superficial layers of the skin (epidermis only), caused by friction and / or pressure between the skin and some rough object or surface. It bleeds very slightly, heals rapidly in a few days and leaves no scar.They can be classified into 3 types, depending on the manner they are created.ScratchIs a linear injury produced by a sharp object, such as pin, thorn or finger nail.Graze (Sliding, scraping or grinding abrasion).Is produced when a broad surface of skin slides against a rough surface.It is also known as brush or friction burn because it is caused by the frictional force and resembles a burn after dryingIt is commonly found in road traffic accidents.Imprint, Pressure or contact abrasion.Is produced as a result of direct impact or pressure of or contact with some object at right angles to the skin surface.The cuticle is crushed, and the object marks a reproduction of its shape and pattern on the to the skin, therefore it is known as patterned abrasion.Example are ligature marks in hanging and strangulation, nail and thumbs marks in throttling, teeth marks in biting, radiator, grill or tyre mask in vehicular accidents.",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,A
medmcqa,1d267206-3dd2-462b-9b44-8a3a48c31c12,Pimozide belongs to class of:,D,"Thioxanthenes are flupenthioxol. Butyrophenones are haloperidol, trifluperidol , penfluridol. Phenothiazines are Chlorpromazine, triflupromazine , thioridazine, flufenazine. Promazine belongs to the group of other of other hetero cyclics that is diphenyl butyl piperidine. Ref: KD Tripathi 8th ed.",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,C
medmcqa,7b33754c-beaa-43e5-81f5-f4c3f8bf2245,Which of the following drugs is antipseudomonal penicillin?,C,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,C,B
medmcqa,b3dcc864-5d6f-4d14-b6bf-143f4d777784,Following poisoning retards putrefaction: NEET 13,C,Ans. Arsenic,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,C,A
medmcqa,3bad3d0c-b14c-4ec4-a203-a124976139a0,True statements about parotid gland,A,"The duct runs forwards for a sho distance between the buccinator and the oral mucosa. Finally, the duct turns medically and opens into the vestibule of the mouth(gingivobuccal vestibule)opposite the crown of the upper second molar tooth. Notes: Parotid abscess may be caused by spread of infection from the opening of parotid duct in the mouth cavity. <img src="" /> REF.BDC VOL.3,Sixth edition pg 110",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,,D
medmcqa,fa6f9581-fb3b-49be-b366-c97793f765ff,A normally developing 10 months old child should be able to do all of the following except –,D,"A child starts trying to build a tower of cubes (2 cubes) by the age of 1 year.

About other options

Child can stand with support by 9 months.
Child can play peak-a-boo game by 10 months.
Child can pick up a pellet with thumb and index finger (pincer grasp) by 9 months.",2,"nvidia, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,A,C
medmcqa,2d7752b3-6526-4bba-90a1-b7862767573b,Lines of Blaschko&;s are along,C,"Blaschko&;s lines, are lines of normal cell development in the skin. These lines are invisible under normal conditions.",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,C,A
medmcqa,864d863c-3c3f-4f72-b1dc-bf0ec9e8d0c3,All the teeth in patient’s mouth are similarly affected as shown in the radiograph. What is the most likely anomaly?,B,"Dentinal dysplasia
Dentinal dysplasia is an inherited condition affecting both dentitions. It is divided into two types: Type I (radicular dentinal dysplasia) and Type II (coronal dentinal dysplasia). It occurs less frequently than dentinogenesis imperfecta.
Clinical features
Type I is the more frequent type. Teeth erupt normally with no obvious abnormality but rapidly develop mobility resulting from limited root support. In type II, the deciduous teeth are similar to those in dentinogenesis imperfecta, whereas the permanent teeth appear normal.
Radiological signs
In Type I, all the teeth, except the canines, have extremely short roots. The roots are conical or blunted. There is pulpal obliteration and the inferior aspects of the crown exhibit linear crescent-shaped radiolucent lines. Periapical radiolucencies are commonly seen associated with non-carious teeth in Type I dentinal dysplasia. In Type II dentinal dysplasia, obliteration of the pulp occurs post eruption in the deciduous dentition. In the permanent dentition, there is alteration in the configuration of the pulp resulting in enlarged pulp chambers extending well down into the root. The pulp contains multiple calcifications.
Ref: Interpreting Dental Radiographs by Keith Horner, Jon Rout and Vivian E Rushton",3,"gemini, nvidia, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,A,C
medmcqa,e8e89c2e-3ded-4f79-8b72-c4c15b0e0022,"""Acute Meningoencephalitis"" is caused by:",B,Nageleria,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,A
medmcqa,fd69db25-3857-40ab-acb4-d7aedc45b959,Most sensitive nerve fiber to hypoxia,B,Question repeated,2,"gemini, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,B,A
medmcqa,344ff8fd-3b80-4311-9f67-a5f54e3e0fff,Nasal septum is formed except by,D,"The bony pa is formed by: 1.Vomer 2.Perpendicular plate of ethmoid 3.Nasal spine of frontal bone 4.Rostrum of sphenoid 5.Nasal crest of nasal, palatine and maxillary bones. NOTES: The cailaginous pa is formed by; 1.Septal cailage 2.Septal process of inferior nasal cailages The cuticular pa is formed by; 1.Fibrofatty tissue Ref.BDC volume3,Sixth edition pg 240",2,"gemini, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,,B
medmcqa,6acbf6b1-7c5c-42a8-a0f9-cae7485b9eb3,"All will predispose to atherosclerosis, except",C,"Elevated plasma levels of  homocysteine are associated with increased risk of atherosclerosis, thrombosis and hypertension.
Lipoprotein A inhibits fibrinolysis, therefore predisposes to atherosclerosis.
Atherosclerosis (Greek  athere-mush)  is a complex disease characterized by thickening or hardening of arteries due to the accumulation of lipids (particularly cholesterol, free, and esterified), collagen, fibrous tissue, proteoglycans, calcium deposits, etc. in the inner arterial wall. 
Satyanarayana, Ed 3, Pg No 152",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,,D
medmcqa,4a4c2a4f-37d5-469b-a65e-107ee1b863da,Which of the following aminoglycosides has the highest nephrotoxicity?,D,,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,C
medmcqa,40ae648a-18eb-4a2e-9f36-61f10e1caa20,"In Steiner's analysis, SNA demonstrates:",B,"Relating the Maxilla to the Skull: The angle SNA is formed by joining the lines S-N and N-A . The mean reading for this angle is 82°.
Steiners analysis demonstrates the position of maxilla and mandible in relation to the cranial base. 
If the angular reading is more than 82°, it would indicate a relative forward positioning or protrusion of the maxilla. Conversely, should the reading be less than 82°, it would indicate a relative backward or recessive location of the maxilla.",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,C
medmcqa,1815507f-a0d9-4c6a-a954-8e44adbac33e,Polymorphic ventricular tachycardia can occur when terfenadine(antihistaminic):,C,"Torsades de pointes (polymorphic ventricular tachycardia) occurs when terfenadine is taken in higher doses or when hepatic metabolism is impaired by disease or by drugs which inhibit the cytochrome P450 responsible for metabolism of terfenadine. Drugs include erythromycin, clarithromycin, ketoconazole and itraconazole. Azithromycin and fluconazole that are excreted unchanged in the urine have not been associated with impaired metabolism of terfenadine. Terfenadine blocks the delayed rectifier potassium channels and prolongs cardiac repolarization and the QT interval.",2,"gemini, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,,A
medmcqa,186ba321-f9f4-4bd3-9680-24c873078dda,Which component transfers four protons:,A,A i.e. NADH-Q Oxidoreductase; C i.e. Cytochrome C-Q oxidoreductase,2,"gemini, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,,C
medmcqa,f266abec-35bb-4c01-87b8-021c6642f20d,"In emergency, which aery can be safely ligated ?",A,Ans. is 'a' i.e. Internal iliac,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,A,C
medmcqa,09fbf2ac-da41-49f6-bb49-78f2ed4855de,Late metabolic acidosis is seen in-,B,"Ans. is 'b' i.e., Preterm baby getting cow milk Late metabolic acidosis (LMA) o Late metabolic acidosis is a special type of acidosis in apparently healthy premature infant. o This hyperchloremic acidosis appeares during second and third week of life, and resolves spontaneously within a couple of weeks. Definition ""An acidosis occuring after second day of life, in which base excess values are lower than -5meq/L on two consecutive estimations done at least 24 hours apa"". Etiology o Prematurity is the most impoant single predisposing factor in the development of LMA. o The incidence varies considerably depending upon the gestational maturity and protein content of feeding formula. o In preterm neonates fed on a modified cow's milk the risk of developing LMA is very high.",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,C
medmcqa,f2531634-72e7-48a7-81f6-177d58425bfd,Which of the following nerve is involved in Frey's syndrome?,C,"Syndrome (Gustatory Sweating) aka auriculotemporal syndrome: Frey's syndrome arises as a complication of parotid surgery usually manifesting several months after the operation. lt is characterised by sweating and flushing of the preauricular skin during mastication causing nuisance to the person or social embarrassment. It is the result of damage to auriculotemporal nerve and aberrant innervation of sweat glands by parasympathetic secretomotor fibres which were destined for the parotid. Now instead of causing salivary secretion from the parotid, they cause secretion from the sweat glands. The condition can be treated by tympanic neurectomy which intercepts these parasympathetic fibres at the level of middle ear. Some people like to place a sheet of fascia lata between the skin and the underlying fat to prevent secretomotor fibres reaching the sweat glands. Generally, no treatment other than reassurance is required in most of these patients. Also known as Crocodile tears (gustatory lacrimation): There is unilateral lacrimation with mastication. This is due to faulty regeneration of parasympathetic fibres which now supply lacrimal gland instead of the salivary glands. It can be treated by section of greater superficial petrosal nerve or tympanic neurectomy.",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,C,B
medmcqa,0c2e0b04-3761-4870-9e00-142c5ca752e8,All are true about streptococcus Except,A,"Mucoid colonies are due to the production of the capsule of hyaluronic acid not due to M-protein. Growth characteristic of Strep. pyogenes: On blood agar, virulent stains form matt or mucoid colonies while avirulent from glossy colonies. M, T, R are proteins found on the outer pa of the cell wall and forms the basis of Griffith classification. M protein - acts as virulence factor and antibody against it is protective. T and R protein - No relation to virulence Ref : 208",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,A,C
medmcqa,b83ec510-9c3f-4f3c-ae71-6cad16b917ea,In a young female of reproductive age an absolute contraindication for prescribing oral contraceptive pills is:,D,"Ans-D i.e., Impaired liver function Repeat Q No 173 (Nov. 2004)Absolute contraindications include:A personal h/O thromboembolic venous, arterial or cardiac disease or severe or multiple risk factor for these. Transient cerebral ischaemic attacks without a headache.Infective hepatitis, until 3 months after liver function tests has become normal, and another liver disease including disturbances of hepatic excretion e.g. cholestatic jaundice, Dubin Johnson and Rotor syndromes.A migraine, if there is a typical aura, focal features or if it is severe and lasts > 72 hours despite t/t or is treated with an ergot derivative.Carcinoma of the breast or the genital tractOther conditions including SLE, porphyria, following the evacuation of a hydatidiform mole (until urine and plasma gonadotropin concentrations are normal), undiagnosed vaginal bleeding.Relative contraindications of OCP'sThe family history of venous thromboembolism, arterial disease or a known prethrombotic condition e.g. Factor V Leiden (pretreatment coagulation investigation is advised).Diabetes mellitus which may be precipitated or become more difficult to control (avoid if there are diabetic complications).Hypertension (avoid if B.P. exceeds 160/100)Smoking > 40 Cigarettes per day (15 Cigarettes/day enhances the risk of circulatory disease and constitutes an absolute contraindication for women over 35 years.Long-term immobility (e.g. due to Leg plaster, confinement to bed.Breastfeeding (until weaning or for 6 months after birth).Obesity",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,A
medmcqa,5602f3e5-6f42-4102-ab85-4e8426f8a377,"A tracheostomised patient, with poex tracheostomy tube, in the ward, developed sudden complete blockage of the tube. Which of the following is best next step in the management?",A,"Immediate removal of the tracheostomy tube is best next step in the management in the above case -Suction of tube with sodium bicarbonate is done to avoid the blockage. -Suction of the tube with saline can't be used when there's a complete obstruction. - Jet ventilation is done below the level of larynx, when we're operating on the larynx.",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,,B
medmcqa,be63f66a-3eaa-44fb-99a7-5d95ecbecf3f,Gottron papules is seen in ?,A,"Ans. is 'a' i.e., Dermatomyositis",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,A,B
medmcqa,0fcd762f-fc59-486b-b27d-3295dbaf0e2c,Which among the following is the BEST irrigating fluid during ECCE?,D,"BSS plus a balanced salt solution enhanced with bicarbonate, dextrose and glutathione. It is specially used for surgeries requiring prolonged irrigation such as phacoemulsification, pars plana vitrectomy and automated extracapsular cataract extraction. Balanced sterile solution is a sterile physiologically balanced irrigating fluid. It is the most frequently used solution during ophthalmic surgery to keep the cornea from drying out. BSS plus solution causes less corneal edema and endothelial cell damage following vitrectomy. The glutathione protects against depletion of endothelial ATP levels and maintains the integrity of the cell membrane by counteracting endogenous and exogenous oxidative agents. Ref: Surgical Technology for the Surgical Technologist: A Positive Care Approach By Association of Surgical Technologists page 223. Ocular Toxicity of Intraoperatively Used Drugs and Solutions By Rudolph Marie Matheus Antonius Nuijts page 16. Clinical Ophthalmology: Contemporary Perspectives, 9/e By Gupta page 43.",2,"gemini, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,D,B
medmcqa,a5f415f4-c085-46c1-936b-4550065920f9,Chandler's index is associated with: September 2006,B,"Ans. B: Hook worm Morbidity and moality from hookworm infection depend much on the worm load. Chandler worked out an index on the basis of an average number of hookworm eggs per gram of feces for the entire community, Chandler's index is still used in epidemiological studies of hookworm disease. By this index, worm loads in different population groups can be compared and also the degree of reduction of egg output after mass treatment.",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,A
medmcqa,bafc8c3c-4119-4aa0-a7e5-0f48ed28ccd4,One of the following is the first enzyme to be released at the site of wound?,B,Ref - Krishan Vij textbook of forensic medicine and toxicology 5e pg - 202,3,"gemini, nvidia, vertex_gemma",models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,C,C,C
medmcqa,15285e5f-a482-4072-a123-0ebf1995c01b,Most common complication after ERCP is,A,"Complication perforation(1.3%)/hemorrhage (1.4%),pancreatitis (4.3%) and sepsis (3-30%). Bailey & Love 26th, 208",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,A,D
medmcqa,68ce51d2-1478-4b0f-a475-66709c49f908,"Which of the following clinical situations is associated with an increase in predominantly conjugated (""direct"") bilirubin?",D,"Of the conditions listed, only pancreatic head tumors are associated with an increase in conjugated (""direct"") bilirubin (obstructive jaundice). Increased levels of unconjugated (""direct"") bilirubin result from hemolysis over liver defects that impair uptake or conjugation mechanism in liver cells (Gilbe's syndrome, Crigler- Najjar syndrome) positive. Unconjugated bilirubin may cross the immature blood brain Barrier of the newborn and cause Kernicterus. The physiologic jaundice of the newborn observed during the first week of bih is usually mild and due to relatively immature liver conjugation. Ref: Cothren C., Biffl W.L., Moore E.E. (2010). Chapter 7. Trauma. In F.C. Brunicardi, D.K. Andersen, T.R. Billiar, D.L. Dunn, J.G. Hunter, J.B. Matthews, R.E. Pollock (Eds), Schwaz's Principles of Surgery, 9e.",1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,A
medmcqa,a544e2fd-3cd4-4d3d-9b0a-ec6848b70e9d,Which anaesthetic agent increases intracranial tension among the following,D,All inhalational anaesthetics directly act on cerebral blood vessels→vasodilatation→increase cerebral blood flow→ increase intracranial tension,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,D,D,C
medmcqa,a3ceeb36-5207-4a64-b433-d608219c0967,Granules of Eleidin are present in which of the following layer?,B,Stratum Lucidum - Also called clear cell layer. Present only in skin of palms and soles. Translucent due to presence of refractile Eleidin granules,1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,B,B,C
medmcqa,ccd164d1-984c-4b6f-a02e-fac406b5a4be,Antidepressant drug used in nocturnal enuresis is:,A,Sleep related enuresis- Treatment Bed alarms (behavioral therapy)- TOC Desmopressin (DOC) Imipramine (TCA Antidepressant),1,vertex_gemma,models/gemini-2.0-flash,deepseek-ai/deepseek-r1,vertex-7050478675136872448,A,A,C
