id,dataset,question,ground_truth_answer,ground_truth_explanation,gemini_model,gemini_parsed_answer,gemini_raw_response,gemini_outcome
00200901-085f-4abe-a7ed-b424b0650f1b,medmcqa,Platelet aggregation is blocked by aspirin due to its action on:,C,"Ans. c. Thromboxane A2 (Ref: Goodman Gilman 12/e p868; Katzung 12/e p638; KDT 7/e p195, 6/e p186, 609)Aspirin causes several different effects in the body, mainly the reduction of inflammation, analgesia, the prevention of clotting, and the reduction of fever. Much of this is believed to be due to decreased production of prostaglandins and TXA2.""In platelets, the major cyclooxygenase product is TxA2 (thromboxane A 2), a labile inducer of platelet aggregation and a potent vasoconstrictor. Aspirin blocks production of TxA2 by acetylating a serine residue near the active site of platelet cyclooxygenase-1 (COX-1), the enzyme that produces the cyclic endoperoxide precursor of TxA2. Because platelets do not synthesize new proteins, the action of aspirin on platelet COX-1 is permanent, lasting for the life of the platelet (7-10 days). Thus. repeated doses of aspirin produce a cumulative effect on platelet function. ""-- Goodman Gilman 12/e p868Drugs affecting Thromboxane A2COX inhibitors like aspirin decreases the synthesis of TXA2QDaltroban & Sultroban are TXA2 receptor antagonistsQDazoxihen inhibits the enzyme thromboxane synthetaseQAspirinAspirin is now rarely used as an anti-inflammatory medication and used for its anti-platelet effectsQ (doses of 81-325 mg once daily).Mechanisms of Action:In platelets, the major cyclooxygenase product is TxA2, a labile inducer of platelet aggregation & a potent vasoconstrictorQ.Aspirin blocks production of TxA2 by acetylating a serine residue near active site of platelet cyclooxygenase-1 (COX-1), enzyme that produces cyclic endoperoxide precursor of TxA2Q.Because platelets do not synthesize new proteins, the action of aspirin on platelet COX-1 is permanent, lasting for the life of the platelet (7-10 days)Q.Clinical UsesAspirin decreases the incidence of transient ischemic attacks, unstable angina, coronary artery thrombosis with myocardial infarction & thrombosis after coronary artery bypass graftingQ.Epidemiologic studies suggest that long-term use of aspirin at low- dosage is associated with a lower Incidence of colon cancer, possibly- related to its COX-Inhibiting effectsQ.Adverse EffectsGastric upset (intolerance) and gastric & duodenal ulcersQ.Hepatotoxicity, asthma, rashes, GI bleeding & renal toxicity rarely if ever occur at antithrombotic doses.Antiplatelet action of aspirin contraindicates its use by patients with hemophiliaQ.",models/gemini-2.0-flash,C,C,Correct
38593373-89e8-4ef5-979a-2062fbb57b9d,medmcqa,Medium used for antibiotic sensitivity:,C,Antibiotic sensitivity testing Antibiotic sensitivity testing is carried out to determine appropriate antibiotic to be used for a paicular strain isolated from clinical specimens. Antibiotic testing can be carried out by two broad methods a) Disc diffusion tests b) Dilution tests REF : ananthanarayana 10th ed,models/gemini-2.0-flash,C,C,Correct
5b8cab79-7b05-4d7c-ae03-7c359e2561b1,medmcqa,A person working in an abattoir presented with pustule on hand which turned into ulcer. Which of the following will best help in diagnosis?,A,"Cutaneous anthrax generally occurs on exposed surfaces of the arms or hands. A pruritic papule develops 1-7 days after entry of the organisms and rapidly changes into a necrotic ulcer. The lesion is called a malignant pustule. The anthrax bacillus is Gram positive and nonacid fast. The spores do not stain by ordinary methods. When blood films containing anthrax bacilli are stained with polychrome methylene blue for a few seconds and are examined under microscope, an amorphous purplish material is noticed around the bacilli. This represents the capsular material and is characteristic of the anthrax bacillus. This is called ""McFadyean's reaction"" and is employed for the presumptive diagnosis of anthrax. Ref: Ananthanarayan and Paniker's Textbook of Microbiology By Ananthanarayan And Paniker, 2006, Page 242.",models/gemini-2.0-flash,A,A,Correct
b5400f30-922d-44a0-a49b-fefe537ef8c0,medmcqa,Which is the cause of hemolysis in G6-PD deficiency?,B,"Ans. is 'b' i.e., Oxidative stress * Normally RBCs are protected from oxidant injury by reduced glutathione. Reduced glutathione is generated from oxidized glutathione and the reducing equivalent for this reaction is provided by NADPH. This NADPH is generated in HMP shunt by enzyme Glucose-6-phosphate dehydrogenase, while oxidizing glucose-6-phosphate.* If G6PD is deficient, NADPH production will be reduced that results in increased susceptibility of RBC to oxidative damage because of unavailability of reduced glutathione. So, whenever there is oxidant stress, e.g. by drugs, infection or foods, hemolysis occurs. G6PD deficiency causes episodic intravascular and extravascular hemolysis.",models/gemini-2.0-flash,B,B,Correct
a6382989-2dd5-420f-b084-cb909bdebb50,medmcqa,Bitemporal hemianopic field defect is characteristic of:,C,"Ans. is 'c' i.e. Pituitary tumour Bitemporal hemianopia results due to central (sagittal) lesion of the optic chiasma, common causes of which are tumors of the pituitary gland, craniopharyngioma, suprasellar meningioma, glioma of third ventricle, chiasmal arachnoiditis, third ventricular dilatation.Sites of lesion of visual path and corresponding field defects. Site of lesionField defect1. Optic nerveIpsilateral blindness2. Proximal part of ONIpsilateral blindness with contralateral hemianopia or superior quadrantanopia3. Central lesion of chiasmaBitemporal hemianopia4. Optic tractHomonymous hemianopia5. Temporal lobeQuadrantic homonymous defect6. Optic radiationHomonymous hemianopia7. Anteriorly in occipital cortexContralateral temporal crescentic field defect8. Occipital lobeHomonymous hemianopia (usually sparing the macula)",models/gemini-2.0-flash,C,C,Correct
b5c834fa-fe93-45bb-8be9-c27f5949365e,medmcqa,"A 31-year-old woman has new-onset headaches and blood pressure elevation. She also notices that the symptoms come episodically and consist of palpitations, headache, anxiety, and marked blood pressure elevation. She undergoes a workup for secondary causes of hypertension, and is found to have elevated free catecholamines in her urine.For the patient with systemic disease, select the typical cardiovascular involvement",A,Focal myocardial necrosis and inflammatory cell infiltration caused by high circulating levels of catecholamines are seen in about 50% of patients who die with pheochromocytoma.Hypertension can further impair left ventricular function.,models/gemini-2.0-flash,A,A,Correct
ff47003f-1c38-4b3f-beab-8c40333fe29e,medmcqa,Macewan's sign is seen in:,B,Alcoholism,models/gemini-2.0-flash,B,B,Correct
9141d364-5e3d-477a-a94c-c32b09021ebd,medmcqa,Phenol red thread test is used for dry eye. This test-,B,"*Phenol red dye test measures the production of tears without topical anesthesia, as the dye changes its color to red on contact with tears. It doesn't require pH meter for reading the result. Ref: Ophthalmology Yanoff and Duker 4th/e p.277",models/gemini-2.0-flash,B,B,Correct
11963486-0df3-4674-a7bd-6f2eefefb911,medmcqa,Vallecula sign is seen in,D,"Depressing the tongue with a tongue depressor may show red and swollen epiglottis. Indirect laryngoscopy may show oedema and congestion of supraglottic structure. This examination is avoided for fear of precipitating complete obstruction. It is better done in the operation theatre where facilities for intubation are available. Ref: PL Dhingra 7th edition of Ear, Nose and Throat; Pg no 327",models/gemini-2.0-flash,D,D,Correct
5333eaa6-744a-45de-a1ff-a03c87ffd2e0,medmcqa,Devic's disease is associated with,D,"(D) Aquaporin 4 # NEUROMYELITIS OPTICA (NMO) or Devic's disease or Devic's syndrome, is a heterogeneous condition consisting of recurrent and simultaneous inflammation and demyelination of the optic nerve (optic neuritis) and the spinal cord (myelitis).> Currently at least two different causes are proposed based on the presence of autoantibodies against AQP4.> Autoimmune reactions against aquaporin 4 produce Devic's disease Mutations in the aquaporin-2 gene cause hereditary nephrogenic diabetes insipidus in humans. Mice homozygous for inactivating mutations in the aquaporin-0 gene develop congenital cataracts.> A small number of people have been identified with severe or total deficiency in aquaporin-1. Interestingly, they are generally healthy, but exhibit a defect in the ability to concentrate solutes in the urine and to conserve water when deprived of drinking water.",models/gemini-2.0-flash,D,D,Correct
1cb58d15-0761-494f-82c4-5d3ea5485394,medmcqa,Melanin is formed from which aminoacid?,B,"Ans. is 'b' i.e., TyrosineAmino acidsBiological important compoundTyrosineCatecholamines (epinephrine, norepinephrine, dopamine), thyroxine, triiodothryonine, melanin.(Note : - Phenylalanine is the precursor of tyrosine, thus it can also give rise to all these compounds through tyrosine (phenylalanine - Tyrosine - Catecholamines, thyroxine, T3' melanin).TryptophanVitamin niacin, melatonin, SerotoninGlycine, Arginine, methionineCreatineGlycine, cysteineBile saltsGlycineHemeAspartic acid and glutaminePyrimidine basesGlycine, aspartic acid, glutaminePurine basesb-alanineCoenzyme-AArginineNitric oxideHistidine, Arginine, lysineKeratinMethionine, lysineCarnitineGABAGlutamateGlutamate, cysteine, glycineGlutathione",models/gemini-2.0-flash,B,B,Correct
adf4e294-ea7d-4df6-9676-fc73cb6aa80c,medmcqa,"An obese 50-year-old woman undergoes a laparoscopic cholecystectomy. In the recovery room she is found to be hypotensive and tachycardic. Her arterial blood gases reveal a pH of 7.29, partial pressure of oxygen of 60 kPa, and partial pressure of CO2 of 54 kPa. The most likely cause of this woman's problem is",C,"Because of the ease with which carbon dioxide diffuses across the alveolar membranes, the PaCO2 is a highly reliable indicator of alveolar ventilation. In this postoperative patient with respiratory acidosis and hypoxemia, the hypercarbia is diagnostic of alveolar hypoventilation. Acute hypoxemia can occur with pulmonary embolism, pulmonary edema, and significant atelectasis, but in all those situations the CO2 partial pressures should be normal or reduced as the patient hyperventilates to improve oxygenation. The absorption of gas from the peritoneal cavity may affect transiently the PaCO2 , but should have no effect on oxygenation.",models/gemini-2.0-flash,C,C,Correct
e9c01c78-667b-46a7-be31-449a6024d8e4,medmcqa,During intraoperative period following capnograph waveform is seen. What does it signify.,A,"Above ETCO2 curve depictsSpontaneous effos It signifies return of spontaneous ventilation and the patient is coming out of the anaesthesia The cleft is K/ACURARE CLEFT Repeat a dose of neuromuscular blocker if you want to maintain the muscle paralysis ??""Malignant hypehermia:Progressive rise in ETCO2 ??""Bronchospasm:Shark fin appearance ??""Esophageal intubation:",models/gemini-2.0-flash,A,A,Correct
a6bcc7af-bcc3-47d6-ab56-14f8d45293e1,medmcqa,A 3 year old child presents with a history of repeated sinopulmonary infections caused by encapsulated organisms. Which of the following is most likely to be deficient in this case?,C,"Deficiency of IgG2 results in recurrent sinopulmonary infections with encapsulated organisms. Deficiency of IgG1 - Bacterial infections (Diptheria, tetanus) Deficiency of IgG3 - Viral infections Deficiency of IgG4 - Parasitic infections IgG is the only maternal immunoglobulin that is normally transpoed across the placenta and provides natural passive immunity to the newborn. Maximum placental transfer - IgG1 Minimum placental transfer - IgG2 Reference: Ananthanarayan and Paniker&;s Textbook of Microbiology Tenth edition",models/gemini-2.0-flash,C,C,Correct
798fd268-a21d-4847-8b6e-cac0e9626903,medmcqa,Glucose transpo occur with the help of following ion in absorption in gut region,A,"Glucose is absorbed into the epithelial cells lining the mucous membrane of the small intestine from their brush border surface by an active transpo mechanism Sodium co-transpo mechanism. Binding of glucose & Na+ to carrier protein: The carrier protein in cell membrane has 2 binding sites, one for sodium & another for glucose.It is called sodium-dependent glucose transpoer-I. The conformational change in the carrier protein occurs only when the binding sites are occupied by the sodium & glucose present in the gut lumen forming the sodium- glucose - carrier complex. Ref: Medical Physiology, Indu Khurana",models/gemini-2.0-flash,A,A,Correct
5b9ecb2f-6f18-4c46-a892-e5cc729a37ae,medmcqa,Thomas splint most troubling is:,A,(a) Ringbecause it impinges against proximal thigh.,models/gemini-2.0-flash,A,A,Correct
c38cd2b7-8740-4c4b-87c7-31c3689e8a13,medmcqa,Aziththromyan prophylaxis in trachoma is given when prevalence is above?,D,"<p> Current WHO recommendations for antibiotic treatment of trachoma District level prevalence is >10% in 1-9 years old children: mass treatment with azythromycin Reference:WHO Trachoma control:A guide for programme managers,2006;page no:21-22. <\p>",models/gemini-2.0-flash,A,A,Incorrect
6839663b-84df-4318-aaef-99078a1ee7b7,medmcqa,"Does not include in strand field's ""seven I"" principles of health education",C,"""SEVEN I"" principle of strandfield :

Identification.
Indigenization.
Involvement.
Indoctrination.
Integration.
Influencess.
Innovation.",models/gemini-2.0-flash,C,C,Correct
1800615f-870d-430c-9e8f-330e870e5f9b,medmcqa,Mechanism of action of ciprofloxacin in gram negative bacteria:-,C,"MECHANISM OF FLUOROQUINOLONES (FQ) In gram negative bacteria, FQ inhibit DNA gyrase by binding to its A subunit and interfere with cutting and resealing function. In gram positive bacteria, FQ inhibit similar enzyme DNA topoisomerase IV.",models/gemini-2.0-flash,C,C,Correct
680f2013-cc37-43f2-9d1f-60c946249a06,medmcqa,Most common tumor to extend from intracranial to orbit is –,D,"""Meningiomas are the most common intracranial tumor to extend to the orbit"".......... Ophthalmic oncology

Meningiomas commonly arise from the dura of sphenoid wing, i.e. sphenoid wing meningioma.",models/gemini-2.0-flash,D,D,Correct
d6579434-b7f0-4e26-b8d1-d3ea5dcc2af4,medmcqa,What is the generation time of Mycobacterium leprae?,C,"Generation time of bacteria refers to the doubling time. Mycobacterium leprae is the slowest growing human bacterial pathogen, it has a doubling time of 14 days. It grows best at 30 degree C, at a temperature lower than body temperature, therefore it grows preferentially in the skin and superficial nerves. Mycobacterium leprae is transmitted by prolonged contact with patients with lepromatous leprosy, who discharge M. leprae in large numbers in nasal secretions and from skin lesions. 2 forms of leprosy are: Tuberculoid and Lepromatous. In tuberculoid type: CMI response to the organism limits its growth, very few acid-fast bacilli are seen, and granulomas containing giant cells form. In lepromatous leprosy: CMI response to organism is poor, the skin and mucous membrane lesions contain large numbers of organisms, foamy histiocytes rather than granulomas are found, and the lepromin skin test result is negative. Ref: Levinson W. (2012). Chapter 21. Mycobacteria. In W. Levinson (Ed), Review of Medical Microbiology & Immunology, 12e.",models/gemini-2.0-flash,C,C,Correct
3b95c99d-e512-42cb-a6ca-6e100513fa60,medmcqa,A 35 year old male presents to the urologist for an infeility evaluation. A biopsy of his testis is performed to check sperm production and maturation. A microscopic section reveals only a few germ cells near the basal lamina in the seminiferous tubule. Which of the following cells is the germ cell closest to the basal lamina in the seminiferous tubule?,D,"Maturation of germ cells (spermatogenesis) within the seminiferous tubules occurs in a concentric pattern with the less mature spermatogonia near the basal lamina and the mature forms near the tubule center. Spermatogonia are 2N cells and mature into larger primary spermatocytes (4N) . These mature into secondary spermatocytes (2N) , and finally into spermatids (1N) . Spermatids undergo spermatogenesis to become mature spermatozoa . Acrosomes form from the Golgi apparatus and a flagellum forms from microtubules. Unneeded organelles are shed. The seminiferous tubules of a reproductive-age male should exhibit all stages of maturation, with mature flagellated sperm in their centers.",models/gemini-2.0-flash,D,D,Correct
a227a262-f152-49e8-a5ea-cde7ea09eb7c,medmcqa,"A child has mid-crown fracture in a permanent
maxillary central incisor several months ago, the pulp is now necrotic, radiographic examination reveals an incompletely formed root with an open apex. The treatment of choice is:",D,"Apexification is the process of inducing the development of the root and the apical closure in an immature pulpless tooth with an open apex.
The main aim of apexification is to preserve the Hertwig’s root sheath and apical pulp tissue.

Ref: Textbook of endodontics, Nisha Garg and Amit Garg, 3rd edition, pg no:548",models/gemini-2.0-flash,D,D,Correct
07524d17-bbf3-46d5-a5dc-97443d76615f,medmcqa,In Chronic Viral Hepatitis:,D,. Grading refers to the extent of necrosis andinflammations,models/gemini-2.0-flash,D,D,Correct
fe2903f5-7f35-48e5-8d8a-210380d3a1ac,medmcqa,The double decidual sac sign (DDSS) is the best method for ultrasound diagnosis of,D,Double decidual sac sign on USG - Intra-uterine sac (Eccentrically placed) Outer layer - Decidua Parietalis Inner layer - Decidua Capsularis Indicates - Intrauterine pregnancy Intradecidual ring sign is the first sign of pregnancy on USG.,models/gemini-2.0-flash,B,B,Incorrect
0ab71438-2c93-4072-be93-71b19735ca5f,medmcqa,Which of the following predisposes to placenta previa?,D,Ans: D,models/gemini-2.0-flash,D,D,Correct
9cdda262-5a54-43a9-8943-ba05d492aeae,medmcqa,All are true regarding Crohn's disease except:,D,"Ref: Harrison s Principles of Internal Medicine, 18th edition, pg 2486 Explanation: Crohn's disease- MC site-terminal ileum with rectal sparing, skip areas + It is transmural, hence more of fistula formation More of systemic symptoms, pain, abdominal mass Toxic megacolon - Perforation Intraabdominal abscess, fallopian tube scarring - infertility Intestinal obstruction, massive hemorrhage, malabsorption, severe perianal disease Cobblestoning on endoscope Response to antibiotics and recurrence after surgery ASCA(anti-saccharomyces cerevisiae antibody)-positive Treatment - Antibiotics, corticosteroids, sulfasalazine, mercaptopurine, azathioprine, methotrexate. cyclosporine, tacrolimus Anti-TNF: Infliximab, adalimumab. certolizumab pegol Anti-integrin: Natalizumab Risk of Ca increases with duration & severity of the disease (See the following table)",models/gemini-2.0-flash,D,D,Correct
ea220936-f61f-4209-88f8-ff6605ae001a,medmcqa,Nucleic acids absorb UV light maximally at the wavelength of,A,Nucleic acids absorb UV light maximally at the wavelength of 260 nm 260/280 ratio of pure DNA/RNA is in the range of 1.8 to 2. Amino acids absorb U.V light (not visible light)- colorless. Aromatic amino acids absorb U.V light at 250-290 nm (maximum absorption is at 280nm) because of conjugated double bonds.,models/gemini-2.0-flash,A,A,Correct
97b5d816-45b0-4f12-9d89-53fdd1a428b7,medmcqa,Children born to mothers with systemic lupus erythematosus are likely to have one of the following anomalies:,D,"d. Complete heart block(Ref: Nelson's 20/e p 2171-2174, Ghai 8/e p 457-461)Congenital complete AV blockIt is presumed to be caused by autoimmune injury of fetal conduction system by maternally derived anti-SSA/Ro, anti-SSB/ La antibodies in a mother with systemic lupus erythematosus (SLE) or Sjogren syndromeAutoimmune disease accounts for 60-70% of all cases of congenital complete heart block",models/gemini-2.0-flash,D,D,Correct
eb7d4add-7ed3-407e-88c3-bf2d73e189a0,medmcqa,All of the following cause hyperventilation except,C,"Arterial hypoxemia is defined as an arterial P02 (partial pressure of oxygen) less than 80 mmHg, who is breathing room air at sea level. And because the partial pressure of a gas is determined by the soluble fraction of gas and not by the amount carried chemically bound to hemoglobin - the Hb does not determine P02 and hypoxemia does not depend on Hb level.
In CO poisoning effective hemoglobin that can carry O2 decreases (because CO occupies Hb binding site) since P02 or arterial blood O2 remains normal, peripheral chemoreceptors are not stimulated and hyperventilation is not seen.
 In hypoxia, with the reduction of PO2 cerebral blood flow increases (d/t vaso dilatation)to maintain O2 delivery in the brain.
The cerebral cortex can tolerate acute hypoxia for 5-10 min at 28°C, 20 min at 20°C, and 50 min at 50°C.
Hypoxic ischemia almost invariably involve hippocampus. The hippocampal CA1 neurons are vulnerable to even brief episodes of hypoxic ischemia.",models/gemini-2.0-flash,C,C,Correct
1a502be3-9afb-4584-b64b-f3785bda98c2,medmcqa,Stem cells are present where in cornea -,A,"Answer- A. LimbusLimbal stem cells (also called corneal epithelial stem cells) are stem cells located in the basal epithelial layer of the corneal limbus.Proliferation of limbal stem cells maintains the cornea; for example, replacing cells that are lost tears.Limbal stem cells also prevent the conjunctivalepithelial cells from migrating onto the surface ofthe cornea.",models/gemini-2.0-flash,A,A,Correct
621c72a0-b1e7-49ee-bef6-9f7819cbbf81,medmcqa,A child brought to casualty with reports of violent shaking by parents. The most likely injury is?,C,"Violent shaking (by parent) may cause subdural hematoma; whereas ruptured spleen occurs due to compression of abdomen; long bone fracture due to compression, bending, direct blow, pulling and twisting; and skull fractures due to direct blow.
Caffey (1974) described the effects of shaking as a major cause of subdural haematoma and intraocular bleeding in battered babies or infantile whiplash syndrome.",models/gemini-2.0-flash,C,C,Correct
c88c37ec-d513-4006-8bfc-bc12b0f09a46,medmcqa,Collagen biosynthesis occurs inside the:,D,,models/gemini-2.0-flash,D,D,Correct
cdee62b1-9326-4bfb-80e8-3761ed6ff45d,medmcqa,"About chi-square test, true is",B,,models/gemini-2.0-flash,B,B,Correct
c86f8ca5-1e1d-4ed7-9a13-efbaa16c4073,medmcqa,"""Inflation of lungs induces fuher inflation"" this is explained by",C,Head's paradoxical reflex is paradoxical to Hering- Breuer inflation reflex This reflex might be the cause for inflation of the lungs in the newborn when the newborn takes the first breath,models/gemini-2.0-flash,C,C,Correct
0b14eff2-2d49-4880-b141-d6e9e96f27aa,medmcqa,Most common cause of Acute Aseptic Meningitis in children is,C,"(C) Enterovirus # VIRAL CAUSES INCLUDE THE FOLLOWING: Enteroviruses - coxsackievirus, echovirus, poliovirus. Herpes simplex virus (HSV) types 1 and 2 (HSV-1, HSV-2) Varicella-zoster virus. Arboviruses, Epstein-Barr virus, HIV, Influenza virus types A and B, Mumps virus.> Many different viruses can cause meningitis.> About 90% of cases of viral meningitis are caused by members of a group of viruses known as Enteroviruses, such as Coxsacki-eviruses and Echoviruses.> These viruses are more common during summer and fall months.>Herpesviruses and the mumps virus can also cause viral meningitis.",models/gemini-2.0-flash,C,C,Correct
e0992ffa-0b1a-497f-9563-cd88bf5c8fd8,medmcqa,Reids index is increased in: March 2007,C,"Ans. C: Chronic bronchitisThe Reid Index is a mathematical relationship that exists in a human bronchus section observed under the microscope. It is defined as ratio between the thickness of the submucosal mucus secreting glands and the thickness between the epithelium and cailage that covers the bronchi.It isn't of diagnostic use in vivo since it requires a dissection of the airway tube, but it has value in post moem evaluations and for research.RI = gland/wallRI is the Reid IndexWall is the thickness of the airway wall between the epithelium and the cailage's perichondriumGland is the thickness of the mucous producing gland at the location of inspection.A normal Reid Index should be smaller than 0.4, the thickness of the wall always more than double the thickness of the glands it contains.Hyperplasia and hyperophy of mucous glands as in chronic bronchitis causes them to be present at deeper levels in the bronchial wall and thicker in size, thus increasing the Reid Index beyond the normal value.",models/gemini-2.0-flash,C,C,Correct
f5c442b4-0128-4b74-bf36-078a2dc00dd6,medmcqa,"In psychoanalytic terms, obsessive-compulsive disorder is fixed at -",D,"OCD results from a regression from the oedipal phase to anal phase of psychosexual development, i.e. In OCD fixation occurs in anal stage (Note - Regression is reversion from higher level of development to lower level of development).",models/gemini-2.0-flash,D,D,Correct
eeaa0443-e294-4e6c-a749-f4b10c9e097b,medmcqa,Subconjunctival cyst is seen in?,B,"Ans. is b i.e., Cysticercosis Parasitic cysts occurs in subconjunctival cysticercus, hydatid cyst and filarial cyst.",models/gemini-2.0-flash,B,B,Correct
724a08bc-cc4d-4ad0-b866-84a8082c4c52,medmcqa,"""Antihistone"" antibodies are detectable in:",C,Drug induced Lupus,models/gemini-2.0-flash,C,C,Correct
8fe5f498-31ce-49b4-869e-5ccca4178377,medmcqa,The best method of teaching an urban slum about ORS is -,C,"A demonstration is a carefully prepared presentation to show how to perform a skill or procedure.Here a procedure is carried out step by step before an audience or the target group,the demonstrator asceaining that the audience understands how to perform it (refer pgno:864 park 23 rd edition)",models/gemini-2.0-flash,C,C,Correct
33955184-e6fd-469e-b3ab-026e1a13689a,medmcqa,Tardy ulnar nerve palsy occur as a delayed sequele of,C,C i.e. Fracture lateral condyle humerus,models/gemini-2.0-flash,B,B,Incorrect
d72567e2-443d-4a05-83f8-96dee6a80ba3,medmcqa,High anticholinergic propey is present in the following antihistaminic agent,B,,models/gemini-2.0-flash,B,B,Correct
c62a6fd2-33de-483f-9bb3-b506460af945,medmcqa,Characterstic X Ray finding in ASD is:,C,C i.e. Pulmonary plethora,models/gemini-2.0-flash,C,C,Correct
34baa828-5634-4733-8f1b-ba26d21af367,medmcqa,Pain relief in chronic pancreatitis can be obtained by destruction of,A,"Chronic pancreatitis Pain from the pancreas is carried in sympathetic fibres that traverse the Celiac ganglion, reach the sympathetic chain through the splanchnic nerves, and then ascend to the coex Celiac plexus nerve blocks performed either percutaneously or endoscopically have been employed to abolish this pain with inconsistent results Ref: Sabiston 20th edition Pgno :1534",models/gemini-2.0-flash,A,A,Correct
fb22b8a3-0ae1-4256-bb37-2775f69b1b05,medmcqa,All are true about peritoneal folds except,C,Urachus fistula is a remnant of allantoic diveiculum. It is a diveiculum of hind gut and connects umbilicus to urinary bladder. The lumen of allantoic duct-is obliterated at the time of bih. Median Umblical Ligament is the remanant of urachus. It covers allantois. Urine keeps on dribbling in urachal fistula Figure showing Urachal fistula,models/gemini-2.0-flash,C,C,Correct
d1903ef7-2844-4458-8f31-b76ef4484238,medmcqa,The principal characteristics of attention-deficit/hyperactivity disorder are all of the following except one. Which one is the exception?,B,"Inattention and hyperactivity/impulsivity are the key behaviors of ADHD. Some people with ADHD only have problems with one of the behaviors, while others have both inattention and hyperactivity-impulsivity. Most children have the combined type of ADHD.
In preschool, the most common ADHD symptom is hyperactivity.
It is normal to have some inattention, unfocused motor activity, and impulsivity, but for people with ADHD, these behaviors:

Are more severe
Occur more often
Interfere with or reduce the quality of how they function socially, at school, or in a job.",models/gemini-2.0-flash,B,B,Correct
8dce65c5-b95d-4d53-a1d5-b74cb48d4464,medmcqa,21st tooth erupts at:-,A,"Eruption is defined as the superior pa of crown of the tooth appearing level with the surface of the alveolar bone.Temporary dentition: total 20 number of teeth, stas at 6 months till 2 years.Permanent dentition: total 32 number of teeth, stas at 6 years completed by 17 - 25 years.1st to erupt is molar 1 (M1) and last to erupt is molar 3 (M3).21st teeth refers to 1st permanent tooth, which erupts at 6 years.",models/gemini-2.0-flash,C,C,Incorrect
3e71a440-f571-458d-b879-007d265e51fb,medmcqa,Most common viral cause of Fulminant hepatic failure in pregnancy?,D,HEV- increases risk of fulminant hepatic failure in pregnancy,models/gemini-2.0-flash,D,D,Correct
cf7902f7-2a01-458c-ae6c-4b7ddf126c00,medmcqa,True about diabetic nephropathy -,C,"Beta islet cell/ pancreatic transplantation can improve proteinuria in early stages.. Strict control of blood glucose retards the progression of any diabetes related complication Early pathological change and albumin excretion abnormalities is reversible with normalization of plasma glucose Administration of ACE inhibitors or ARB&;s, is also effective in slowing progression from Microalbuminuria to ove nephropathy Ref Harrison 17/e p 2287-88",models/gemini-2.0-flash,C,C,Correct
e0d722cf-e57d-4ad1-b61b-619d77c4cdeb,medmcqa,Which of the following is an adrenergic drug preferred for arresting labour?,A,(Ref: KDT 6/e p323) Isoxsuprine and ritodrine are selective b2 agonists useful as tocolytic agents for arresting labour. Pulmonary edema is an impoant adverse effect of these agents.,models/gemini-2.0-flash,A,A,Correct
440222b4-4c23-4ae3-b28d-a513db91dbfc,medmcqa,Sixth cranial nerve palsy causes of left eye causes?,D,"Ans. is 'd' i.e., Diplopia in left gaze o Sixth nerve supplies lateral rectus, therefore its palsy results in abduction weakness (not adduction weakness)o In left gaze, there is abduction of left eye and adduction of right eye. If there is paralysis of lateral rectus of left eye (6th nerve paralysis), abduction of left eye will not be possible in left gaze, while adduction of right eye is normal. Therefore, there will be diplopia in left gaze.",models/gemini-2.0-flash,D,D,Correct
ee16afe4-8042-451b-bcc8-b12f0dcf583d,medmcqa,Father of modern toxicology -,C,orfila is known as father of modern toxicology Ref: FORENSIC MEDICINE AND TOXICOLOGY Dr PC IGNATIUS THIRD EDITION PAGE 397,models/gemini-2.0-flash,C,C,Correct
0240af15-bef8-4d4f-9e80-d8acdeb4d049,medmcqa,5-year-old male brought to casualty by his mother because of episode of sudden vomiting. He has been behaving strangely according to mother. Laboratory findings showed microcytic hypochromic anemia with the above finding. The most probable poisoning is:,B,"Ans. (B). Chronic lead poisoningThe above blood picture shows basophilic stippling of RBCs.Basophilic stippling (dots in the red blood cells) is due to the inhibition of 5 pyrimidine nucleotidase enzyme resulting in aggregation of ribosomes.Other findings in blood: Microcytic hypochromic anemia, anisocytosis, poikilocytosisBasophilic stippling is also seen in megaloblastic anemia.",models/gemini-2.0-flash,B,B,Correct
e9e0492a-afd8-4bd8-9d51-1d34aa7f6564,medmcqa,Submandibular gland is crossed by which nerve?,D,"Submandibular duct is thin-walled and is about 5 cm long.it emerges at the anterior end of the deep pa of the gland and runs forwards on the hyoglossus between the lingual and hypoglossal nerves.at the anterior border of the hyoglossus, the duct is crossed by lingual nerve.it opens on the floor of the mouth on the summit of the sublingual papilla at the side of the frenulum of the tongue. Ref BDC volume 3; 6th edition pg 135",models/gemini-2.0-flash,A,A,Incorrect
05655bd8-0b6d-4982-b2e1-d0cb1f62c67a,medmcqa,"Ramesh 40 yrs male patient presenting with polyuria, pain abdomen, nausea, vomitting, altered sensorium was found to have bronchogenic carcinoma. The electrolyte abnormality seen in him would be -",D,,models/gemini-2.0-flash,D,D,Correct
d8dbbc3c-5165-4455-9bc4-9b39c2e0d88c,medmcqa,Folic acid metabolism is inhibited by :  a) Sulfonamides b) Methotrexate c) Nitrous oxide d) Trimethoprim e) 5–Flucytosine,B,,models/gemini-2.0-flash,B,B,Correct
